text,label,category
"Zero-day risk — the session manager keeps session tokens valid indefinitely after logout following a database migration in pre-release, confirmed by customer support.",3,SECURITY
"Scalability defect found by QA engineers: the file upload module fails to release file handles, causing disk I/O saturation following a database migration in QA.",2,PERFORMANCE
"Compliance risk: the settings panel allows authentication bypass by manipulating the JWT signature after a third-party service timeout, identified by customer support.",3,SECURITY
"Penetration test finding by security auditors: the search results page does not sanitize file names, enabling path-traversal attacks when the session token expires.",3,SECURITY
The checkout flow increases average query execution time by 400% when the session token expires. Profiling conducted in staging by QA engineers.,2,PERFORMANCE
Penetration test finding by admin users: the role management screen permits IDOR — users can access other accounts by changing the ID in the URL when the network connection is unstable.,3,SECURITY
Users encounter a frozen scroll panel on the order history section on first login after account creation. Reproducible in development using Opera 109.,0,UI
"Business-logic failure — the search results page sends duplicate requests on a single action when the session token expires, impacting beta testers.",1,FUNCTIONAL
Security vulnerability: the search results page exposes API keys in client-side JavaScript bundles. Discovered by end users in production when input contains special characters.,3,SECURITY
The product listing page fails to submit and returns a 500 error. Issue reproduced in staging when accessed via mobile devices by developers.,1,FUNCTIONAL
Regression: the notification service does not enforce required field validation. Reproducible after clearing browser cache by customer support.,1,FUNCTIONAL
The admin dashboard creates redundant API calls on each page render. Occurs when the session token expires and was escalated by developers.,2,PERFORMANCE
"The registration form leaks PII in API responses that should be restricted after a user resets their password, posing a high risk in staging.",3,SECURITY
Security vulnerability: the user profile page exposes internal admin endpoints without authentication. Discovered by beta testers in production after an inactive period.,3,SECURITY
The registration form causes the server to become unresponsive under 500 concurrent users during high-traffic periods. Profiling conducted in development by security auditors.,2,PERFORMANCE
Functional bug in pre-release — the checkout flow sends duplicate requests on a single action during high-traffic periods.,1,FUNCTIONAL
